"qseqid" "sseqid" "%_ident" "query_len" "alignment_length" "mismatch" "gapopen" "qstart" "qend" "sstart" "send" "evalue" "bitscore" "query_cover" "alightment"
"6115" "AIF73281.1" "ACBB01000378.1" 99.612 258 258 1 0 1 258 8501 8244 3.68e-131 472 100 258
"6116" "AIF73281.1" "ACBA01000229.1" 99.612 258 258 1 0 1 258 2869 2612 3.68e-131 472 100 258
"6117" "AIF73281.1" "ACAS01000290.1" 99.612 258 258 1 0 1 258 557 814 3.68e-131 472 100 258
"6118" "AIF73281.1" "NC_017032.1" 99.225 258 258 2 0 1 258 46969 47226 1.71e-129 466 100 258
"6119" "AIF73281.1" "CP003352.1" 99.225 258 258 2 0 1 258 46969 47226 1.71e-129 466 100 258
"6120" "AIF73281.1" "CP012439.1" 99.225 258 258 1 1 1 258 21161 21417 6.17e-129 464 100 258
"6121" "AIF73281.1" "CP012469.1" 98.837 258 258 3 0 1 258 48143 47886 7.98e-128 460 100 258
"6938" "ABV16424.1" "NZ_CP013194.1" 100 249 249 0 0 1 249 12879 12631 7.66e-128 460 100 249
"6939" "ABV16424.1" "NC_009790.1" 100 249 249 0 0 1 249 58061 57813 7.66e-128 460 100 249
"6940" "ABV16424.1" "NC_007635.1" 100 249 249 0 0 1 249 37417 37665 7.66e-128 460 100 249
"6941" "ABV16424.1" "CR942285.1" 100 249 249 0 0 1 249 37417 37665 7.66e-128 460 100 249
"6942" "ABV16424.1" "CP013194.1" 100 249 249 0 0 1 249 12879 12631 7.66e-128 460 100 249
"6943" "ABV16424.1" "CP000799.1" 100 249 249 0 0 1 249 58061 57813 7.66e-128 460 100 249
"6944" "ABV16424.1" "NZ_CP012496.1" 99.598 249 249 1 0 1 249 32198 31950 3.57e-126 455 100 249
"6945" "ABV16424.1" "NZ_CP012492.1" 99.598 249 249 1 0 1 249 20191 20439 3.57e-126 455 100 249
"6946" "ABV16424.1" "CP012496.1" 99.598 249 249 1 0 1 249 32198 31950 3.57e-126 455 100 249
"6947" "ABV16424.1" "CP012492.1" 99.598 249 249 1 0 1 249 20191 20439 3.57e-126 455 100 249
"6948" "ABV16424.1" "NZ_CP010136.1" 99.197 249 249 2 0 1 249 9604 9356 1.66e-124 449 100 249
"6949" "ABV16424.1" "KX646543.1" 99.197 249 249 2 0 1 249 50639 50887 1.66e-124 449 100 249
"6950" "ABV16424.1" "CP010136.1" 99.197 249 249 2 0 1 249 9604 9356 1.66e-124 449 100 249
"6951" "ABV16424.1" "NC_017627.1" 99.184 249 245 2 0 5 249 13970 13726 2.78e-122 442 98.3935742971888 245
"6952" "ABV16424.1" "FN554767.1" 99.184 249 245 2 0 5 249 13970 13726 2.78e-122 442 98.3935742971888 245
"7381" "EGC93835.1" "LEKZ01000052.1" 99.517 207 207 1 0 1 207 8349 8555 6.43e-103 377 100 207
"7594" "EHV09179.1" "Y16016.1" 100 201 201 0 0 1 201 8156 7956 2.89e-101 372 100 201
"7595" "EHV09179.1" "X00594.1" 100 201 201 0 0 1 201 223 423 2.89e-101 372 100 201
"7596" "EHV09179.1" "NZ_MSDR01000148.1" 100 201 201 0 0 1 201 9018 8818 2.89e-101 372 100 201
"7597" "EHV09179.1" "NZ_MOXL01000030.1" 100 201 201 0 0 1 201 12470 12670 2.89e-101 372 100 201
"7598" "EHV09179.1" "NZ_MNPA01000045.1" 100 201 201 0 0 1 201 12472 12672 2.89e-101 372 100 201
"7599" "EHV09179.1" "NZ_MATG01000004.1" 100 201 201 0 0 1 201 12500 12700 2.89e-101 372 100 201
"7600" "EHV09179.1" "NZ_LXQO01000019.1" 100 201 201 0 0 1 201 26320 26520 2.89e-101 372 100 201
"7601" "EHV09179.1" "NZ_LT632321.1" 100 201 201 0 0 1 201 2843 2643 2.89e-101 372 100 201
"7602" "EHV09179.1" "NZ_LRXJ01000025.1" 100 201 201 0 0 1 201 2255 2455 2.89e-101 372 100 201
"7603" "EHV09179.1" "NZ_LRXI01000066.1" 100 201 201 0 0 1 201 2356 2556 2.89e-101 372 100 201
"7604" "EHV09179.1" "NZ_LQWX02000124.1" 100 201 201 0 0 1 201 3399 3599 2.89e-101 372 100 201
"7605" "EHV09179.1" "NZ_LNAE01000014.1" 100 201 201 0 0 1 201 15013 14813 2.89e-101 372 100 201
"7606" "EHV09179.1" "NZ_JRKV01000043.1" 100 201 201 0 0 1 201 5700 5500 2.89e-101 372 100 201
"7607" "EHV09179.1" "NZ_JRKU01000037.1" 100 201 201 0 0 1 201 5710 5510 2.89e-101 372 100 201
"7608" "EHV09179.1" "NZ_JDVF01000121.1" 100 201 201 0 0 1 201 40382 40182 2.89e-101 372 100 201
"7609" "EHV09179.1" "NZ_HG941719.1" 100 201 201 0 0 1 201 426 626 2.89e-101 372 100 201
"7610" "EHV09179.1" "NZ_DS999999.1" 100 201 201 0 0 1 201 12837 12637 2.89e-101 372 100 201
"7611" "EHV09179.1" "NZ_CP018253.1" 100 201 201 0 0 1 201 53770 53970 2.89e-101 372 100 201
"7612" "EHV09179.1" "NZ_CP018251.1" 100 201 201 0 0 1 201 28700 28900 2.89e-101 372 100 201
"7613" "EHV09179.1" "NZ_CP018248.1" 100 201 201 0 0 1 201 28700 28900 2.89e-101 372 100 201
"7614" "EHV09179.1" "NZ_CP018246.1" 100 201 201 0 0 1 201 29584 29384 2.89e-101 372 100 201
"7615" "EHV09179.1" "NZ_CP018244.1" 100 201 201 0 0 1 201 28700 28900 2.89e-101 372 100 201
"7616" "EHV09179.1" "NZ_CP018242.1" 100 201 201 0 0 1 201 28700 28900 2.89e-101 372 100 201
"7617" "EHV09179.1" "NZ_CP018240.1" 100 201 201 0 0 1 201 28701 28901 2.89e-101 372 100 201
"7618" "EHV09179.1" "NZ_CP018238.1" 100 201 201 0 0 1 201 28701 28901 2.89e-101 372 100 201
"7619" "EHV09179.1" "NZ_CP017670.1" 100 201 201 0 0 1 201 21835 22035 2.89e-101 372 100 201
"7620" "EHV09179.1" "NZ_CP017447.1" 100 201 201 0 0 1 201 51831 52031 2.89e-101 372 100 201
"7621" "EHV09179.1" "NZ_CP017445.1" 100 201 201 0 0 1 201 48876 49076 2.89e-101 372 100 201
"7622" "EHV09179.1" "NZ_CP017443.1" 100 201 201 0 0 1 201 51831 52031 2.89e-101 372 100 201
"7623" "EHV09179.1" "NZ_CP017441.1" 100 201 201 0 0 1 201 48885 49085 2.89e-101 372 100 201
"7624" "EHV09179.1" "NZ_CP017439.1" 100 201 201 0 0 1 201 51832 52032 2.89e-101 372 100 201
"7625" "EHV09179.1" "NZ_CP017437.1" 100 201 201 0 0 1 201 51831 52031 2.89e-101 372 100 201
"7626" "EHV09179.1" "NZ_CP017435.1" 100 201 201 0 0 1 201 51831 52031 2.89e-101 372 100 201
"7627" "EHV09179.1" "NZ_CP017252.1" 100 201 201 0 0 1 201 90164 89964 2.89e-101 372 100 201
"7628" "EHV09179.1" "NZ_CP017250.1" 100 201 201 0 0 1 201 90237 90037 2.89e-101 372 100 201
"7629" "EHV09179.1" "NZ_CP016626.1" 100 201 201 0 0 1 201 14848 15048 2.89e-101 372 100 201
"7630" "EHV09179.1" "NZ_CP015856.1" 100 201 201 0 0 1 201 55817 56017 2.89e-101 372 100 201
"7631" "EHV09179.1" "NZ_CP015847.1" 100 201 201 0 0 1 201 28699 28899 2.89e-101 372 100 201
"7632" "EHV09179.1" "NZ_CP015844.1" 100 201 201 0 0 1 201 28699 28899 2.89e-101 372 100 201
"7633" "EHV09179.1" "NZ_CP015816.1" 100 201 201 0 0 1 201 83009 82809 2.89e-101 372 100 201
"7634" "EHV09179.1" "NZ_CP015239.1" 100 201 201 0 0 1 201 112703 112503 2.89e-101 372 100 201
"7635" "EHV09179.1" "NZ_CP015140.1" 100 201 201 0 0 1 201 72802 73002 2.89e-101 372 100 201
"7636" "EHV09179.1" "NZ_CP015077.1" 100 201 201 0 0 1 201 26635 26435 2.89e-101 372 100 201
"7637" "EHV09179.1" "NZ_CP015070.1" 100 201 201 0 0 1 201 108147 107947 2.89e-101 372 100 201
"7638" "EHV09179.1" "NZ_CP015022.1" 100 201 201 0 0 1 201 84911 85111 2.89e-101 372 100 201
"7639" "EHV09179.1" "NZ_CP015021.1" 100 201 201 0 0 1 201 31778 31978 2.89e-101 372 100 201
"7640" "EHV09179.1" "NZ_CP014498.1" 100 201 201 0 0 1 201 64771 64571 2.89e-101 372 100 201
"7641" "EHV09179.1" "NZ_CP014321.1" 100 201 201 0 0 1 201 73572 73772 2.89e-101 372 100 201
"7642" "EHV09179.1" "NZ_CP014273.1" 100 201 201 0 0 1 201 98961 99161 2.89e-101 372 100 201
"7643" "EHV09179.1" "NZ_CP014271.1" 100 201 201 0 0 1 201 118007 118207 2.89e-101 372 100 201
"7644" "EHV09179.1" "NZ_CP013833.1" 100 201 201 0 0 1 201 4770 4970 2.89e-101 372 100 201
"7645" "EHV09179.1" "NZ_CP013832.1" 100 201 201 0 0 1 201 140563 140363 2.89e-101 372 100 201
"7646" "EHV09179.1" "NZ_CP013657.1" 100 201 201 0 0 1 201 47597 47797 2.89e-101 372 100 201
"7647" "EHV09179.1" "NZ_CP012803.1" 100 201 201 0 0 1 201 28709 28909 2.89e-101 372 100 201
"7648" "EHV09179.1" "NZ_CP011496.1" 100 201 201 0 0 1 201 49892 50092 2.89e-101 372 100 201
"7649" "EHV09179.1" "NZ_CP011493.1" 100 201 201 0 0 1 201 15511 15311 2.89e-101 372 100 201
"7650" "EHV09179.1" "NZ_CP010882.1" 100 201 201 0 0 1 201 8143 8343 2.89e-101 372 100 201
"7651" "EHV09179.1" "NZ_CP010305.1" 100 201 201 0 0 1 201 12801 13001 2.89e-101 372 100 201
"7652" "EHV09179.1" "NZ_CP010241.1" 100 201 201 0 0 1 201 1656 1456 2.89e-101 372 100 201
"7653" "EHV09179.1" "NZ_CP010123.1" 100 201 201 0 0 1 201 88367 88167 2.89e-101 372 100 201
"7654" "EHV09179.1" "NZ_CP010120.1" 100 201 201 0 0 1 201 60718 60918 2.89e-101 372 100 201
"7655" "EHV09179.1" "NZ_CP009860.1" 100 201 201 0 0 1 201 8283 8083 2.89e-101 372 100 201
"7656" "EHV09179.1" "NZ_CP008958.1" 100 201 201 0 0 1 201 51909 52109 2.89e-101 372 100 201
"7657" "EHV09179.1" "NZ_CP008806.1" 100 201 201 0 0 1 201 12801 13001 2.89e-101 372 100 201
"7658" "EHV09179.1" "NZ_CP008715.1" 100 201 201 0 0 1 201 14399 14199 2.89e-101 372 100 201
"7659" "EHV09179.1" "NZ_CM007618.1" 100 201 201 0 0 1 201 51830 52030 2.89e-101 372 100 201
"7660" "EHV09179.1" "NZ_AVCD01000003.1" 100 201 201 0 0 1 201 44550 44350 2.89e-101 372 100 201
"7661" "EHV09179.1" "NZ_ABHM02000004.1" 100 201 201 0 0 1 201 33211 33011 2.89e-101 372 100 201
"7662" "EHV09179.1" "NZ_ABHL02000008.1" 100 201 201 0 0 1 201 90823 91023 2.89e-101 372 100 201
"7663" "EHV09179.1" "NZ_ABHK02000007.1" 100 201 201 0 0 1 201 54198 54398 2.89e-101 372 100 201
"7664" "EHV09179.1" "NC_022651.1" 100 201 201 0 0 1 201 4770 4970 2.89e-101 372 100 201
"7665" "EHV09179.1" "NC_019105.1" 100 201 201 0 0 1 201 1018 1218 2.89e-101 372 100 201
"7666" "EHV09179.1" "NC_019041.1" 100 201 201 0 0 1 201 86054 86254 2.89e-101 372 100 201
"7667" "EHV09179.1" "NC_017907.1" 100 201 201 0 0 1 201 28700 28900 2.89e-101 372 100 201
"7668" "EHV09179.1" "NC_014385.1" 100 201 201 0 0 1 201 31893 32093 2.89e-101 372 100 201
"7669" "EHV09179.1" "NC_014384.1" 100 201 201 0 0 1 201 22713 22913 2.89e-101 372 100 201
"7670" "EHV09179.1" "NC_013951.1" 100 201 201 0 0 1 201 125752 125552 2.89e-101 372 100 201
"7671" "EHV09179.1" "NC_013122.1" 100 201 201 0 0 1 201 426 626 2.89e-101 372 100 201
"7672" "EHV09179.1" "NC_013010.1" 100 201 201 0 0 1 201 28883 29083 2.89e-101 372 100 201
"7673" "EHV09179.1" "NC_011350.1" 100 201 201 0 0 1 201 12801 13001 2.89e-101 372 100 201
"7674" "EHV09179.1" "NC_010558.1" 100 201 201 0 0 1 201 426 626 2.89e-101 372 100 201
"7675" "EHV09179.1" "NC_009602.1" 100 201 201 0 0 1 201 65798 65998 2.89e-101 372 100 201
"7676" "EHV09179.1" "NC_007414.1" 100 201 201 0 0 1 201 51910 52110 2.89e-101 372 100 201
"7677" "EHV09179.1" "NC_006816.1" 100 201 201 0 0 1 201 51349 51549 2.89e-101 372 100 201
"7678" "EHV09179.1" "NC_002483.1" 100 201 201 0 0 1 201 46358 46558 2.89e-101 372 100 201
"7679" "EHV09179.1" "NC_002128.1" 100 201 201 0 0 1 201 28700 28900 2.89e-101 372 100 201
"7680" "EHV09179.1" "MSDR01000148.1" 100 201 201 0 0 1 201 9018 8818 2.89e-101 372 100 201
"7681" "EHV09179.1" "MOXN01000035.1" 100 201 201 0 0 1 201 12470 12670 2.89e-101 372 100 201
"7682" "EHV09179.1" "MOXL01000030.1" 100 201 201 0 0 1 201 12470 12670 2.89e-101 372 100 201
"7683" "EHV09179.1" "MNPE01000053.1" 100 201 201 0 0 1 201 11585 11385 2.89e-101 372 100 201
"7684" "EHV09179.1" "MNPA01000045.1" 100 201 201 0 0 1 201 12472 12672 2.89e-101 372 100 201
"7685" "EHV09179.1" "MKIV01000006.1" 100 201 201 0 0 1 201 51830 52030 2.89e-101 372 100 201
"7686" "EHV09179.1" "MCFO01000121.1" 100 201 201 0 0 1 201 12473 12673 2.89e-101 372 100 201
"7687" "EHV09179.1" "MATG01000004.1" 100 201 201 0 0 1 201 12500 12700 2.89e-101 372 100 201
"7688" "EHV09179.1" "M12987.1" 100 201 201 0 0 1 201 3079 3279 2.89e-101 372 100 201
"7689" "EHV09179.1" "LXQO01000019.1" 100 201 201 0 0 1 201 26320 26520 2.89e-101 372 100 201
"7690" "EHV09179.1" "LT632321.1" 100 201 201 0 0 1 201 2843 2643 2.89e-101 372 100 201
"7691" "EHV09179.1" "LRXJ01000025.1" 100 201 201 0 0 1 201 2255 2455 2.89e-101 372 100 201
"7692" "EHV09179.1" "LRXI01000066.1" 100 201 201 0 0 1 201 2356 2556 2.89e-101 372 100 201
"7693" "EHV09179.1" "LQWX02000124.1" 100 201 201 0 0 1 201 3399 3599 2.89e-101 372 100 201
"7694" "EHV09179.1" "LQHK01000003.1" 100 201 201 0 0 1 201 55591 55391 2.89e-101 372 100 201
"7695" "EHV09179.1" "LNAE01000014.1" 100 201 201 0 0 1 201 15013 14813 2.89e-101 372 100 201
"7696" "EHV09179.1" "LC056529.1" 100 201 201 0 0 1 201 18287 18087 2.89e-101 372 100 201
"7697" "EHV09179.1" "LC056381.1" 100 201 201 0 0 1 201 15966 15766 2.89e-101 372 100 201
"7698" "EHV09179.1" "LC056302.1" 100 201 201 0 0 1 201 13142 13342 2.89e-101 372 100 201
"7699" "EHV09179.1" "LC056179.1" 100 201 201 0 0 1 201 1846 1646 2.89e-101 372 100 201
"7700" "EHV09179.1" "KT988018.1" 100 201 201 0 0 1 201 69004 68804 2.89e-101 372 100 201
"7701" "EHV09179.1" "KT754164.1" 100 201 201 0 0 1 201 98855 98655 2.89e-101 372 100 201
"7702" "EHV09179.1" "KT754160.1" 100 201 201 0 0 1 201 53942 54142 2.89e-101 372 100 201
"7703" "EHV09179.1" "KP453775.1" 100 201 201 0 0 1 201 121123 120923 2.89e-101 372 100 201
"7704" "EHV09179.1" "JX127248.1" 100 201 201 0 0 1 201 425 625 2.89e-101 372 100 201
"7705" "EHV09179.1" "JRKV01000043.1" 100 201 201 0 0 1 201 5700 5500 2.89e-101 372 100 201
"7706" "EHV09179.1" "JRKU01000037.1" 100 201 201 0 0 1 201 5710 5510 2.89e-101 372 100 201
"7707" "EHV09179.1" "JF267652.1" 100 201 201 0 0 1 201 1018 1218 2.89e-101 372 100 201
"7708" "EHV09179.1" "JDVF01000121.1" 100 201 201 0 0 1 201 40382 40182 2.89e-101 372 100 201
"7709" "EHV09179.1" "HG941719.1" 100 201 201 0 0 1 201 426 626 2.89e-101 372 100 201
"7710" "EHV09179.1" "GU371929.1" 100 201 201 0 0 1 201 31893 32093 2.89e-101 372 100 201
"7711" "EHV09179.1" "GU371928.1" 100 201 201 0 0 1 201 22713 22913 2.89e-101 372 100 201
"7712" "EHV09179.1" "GU363949.1" 100 201 201 0 0 1 201 86054 86254 2.89e-101 372 100 201
"7713" "EHV09179.1" "FU762181.1" 100 201 201 0 0 1 201 4132 3932 2.89e-101 372 100 201
"7714" "EHV09179.1" "FU762180.1" 100 201 201 0 0 1 201 4132 3932 2.89e-101 372 100 201
"7715" "EHV09179.1" "FU762155.1" 100 201 201 0 0 1 201 4118 3918 2.89e-101 372 100 201
"7716" "EHV09179.1" "FU762154.1" 100 201 201 0 0 1 201 4118 3918 2.89e-101 372 100 201
"7717" "EHV09179.1" "FJ876827.1" 100 201 201 0 0 1 201 125752 125552 2.89e-101 372 100 201
"7718" "EHV09179.1" "EU935739.1" 100 201 201 0 0 1 201 426 626 2.89e-101 372 100 201
"7719" "EHV09179.1" "DS999999.1" 100 201 201 0 0 1 201 12837 12637 2.89e-101 372 100 201
"7720" "EHV09179.1" "CP018253.1" 100 201 201 0 0 1 201 53770 53970 2.89e-101 372 100 201
"7721" "EHV09179.1" "CP018251.1" 100 201 201 0 0 1 201 28700 28900 2.89e-101 372 100 201
"7722" "EHV09179.1" "CP018248.1" 100 201 201 0 0 1 201 28700 28900 2.89e-101 372 100 201
"7723" "EHV09179.1" "CP018246.1" 100 201 201 0 0 1 201 29584 29384 2.89e-101 372 100 201
"7724" "EHV09179.1" "CP018244.1" 100 201 201 0 0 1 201 28700 28900 2.89e-101 372 100 201
"7725" "EHV09179.1" "CP018242.1" 100 201 201 0 0 1 201 28700 28900 2.89e-101 372 100 201
"7726" "EHV09179.1" "CP018240.1" 100 201 201 0 0 1 201 28701 28901 2.89e-101 372 100 201
"7727" "EHV09179.1" "CP018238.1" 100 201 201 0 0 1 201 28701 28901 2.89e-101 372 100 201
"7728" "EHV09179.1" "CP017670.1" 100 201 201 0 0 1 201 21835 22035 2.89e-101 372 100 201
"7729" "EHV09179.1" "CP017447.1" 100 201 201 0 0 1 201 51831 52031 2.89e-101 372 100 201
"7730" "EHV09179.1" "CP017445.1" 100 201 201 0 0 1 201 48876 49076 2.89e-101 372 100 201
"7731" "EHV09179.1" "CP017443.1" 100 201 201 0 0 1 201 51831 52031 2.89e-101 372 100 201
"7732" "EHV09179.1" "CP017441.1" 100 201 201 0 0 1 201 48885 49085 2.89e-101 372 100 201
"7733" "EHV09179.1" "CP017439.1" 100 201 201 0 0 1 201 51832 52032 2.89e-101 372 100 201
"7734" "EHV09179.1" "CP017437.1" 100 201 201 0 0 1 201 51831 52031 2.89e-101 372 100 201
"7735" "EHV09179.1" "CP017435.1" 100 201 201 0 0 1 201 51831 52031 2.89e-101 372 100 201
"7736" "EHV09179.1" "CP017252.1" 100 201 201 0 0 1 201 90164 89964 2.89e-101 372 100 201
"7737" "EHV09179.1" "CP017250.1" 100 201 201 0 0 1 201 90237 90037 2.89e-101 372 100 201
"7738" "EHV09179.1" "CP016626.1" 100 201 201 0 0 1 201 14848 15048 2.89e-101 372 100 201
"7739" "EHV09179.1" "CP015856.1" 100 201 201 0 0 1 201 55817 56017 2.89e-101 372 100 201
"7740" "EHV09179.1" "CP015847.1" 100 201 201 0 0 1 201 28699 28899 2.89e-101 372 100 201
"7741" "EHV09179.1" "CP015844.1" 100 201 201 0 0 1 201 28699 28899 2.89e-101 372 100 201
"7742" "EHV09179.1" "CP015816.1" 100 201 201 0 0 1 201 83009 82809 2.89e-101 372 100 201
"7743" "EHV09179.1" "CP015239.1" 100 201 201 0 0 1 201 112703 112503 2.89e-101 372 100 201
"7744" "EHV09179.1" "CP015140.1" 100 201 201 0 0 1 201 72802 73002 2.89e-101 372 100 201
"7745" "EHV09179.1" "CP015086.1" 100 201 201 0 0 1 201 42305 42505 2.89e-101 372 100 201
"7746" "EHV09179.1" "CP015077.1" 100 201 201 0 0 1 201 26635 26435 2.89e-101 372 100 201
"7747" "EHV09179.1" "CP015070.1" 100 201 201 0 0 1 201 108147 107947 2.89e-101 372 100 201
"7748" "EHV09179.1" "CP015022.1" 100 201 201 0 0 1 201 84911 85111 2.89e-101 372 100 201
"7749" "EHV09179.1" "CP015021.1" 100 201 201 0 0 1 201 31778 31978 2.89e-101 372 100 201
"7750" "EHV09179.1" "CP014498.1" 100 201 201 0 0 1 201 64771 64571 2.89e-101 372 100 201
"7751" "EHV09179.1" "CP014321.1" 100 201 201 0 0 1 201 73572 73772 2.89e-101 372 100 201
"7752" "EHV09179.1" "CP014273.1" 100 201 201 0 0 1 201 98961 99161 2.89e-101 372 100 201
"7753" "EHV09179.1" "CP014271.1" 100 201 201 0 0 1 201 118007 118207 2.89e-101 372 100 201
"7754" "EHV09179.1" "CP013836.1" 100 201 201 0 0 1 201 59187 58987 2.89e-101 372 100 201
"7755" "EHV09179.1" "CP013833.1" 100 201 201 0 0 1 201 4770 4970 2.89e-101 372 100 201
"7756" "EHV09179.1" "CP013832.1" 100 201 201 0 0 1 201 140563 140363 2.89e-101 372 100 201
"7757" "EHV09179.1" "CP013657.1" 100 201 201 0 0 1 201 47597 47797 2.89e-101 372 100 201
"7758" "EHV09179.1" "CP012803.1" 100 201 201 0 0 1 201 28709 28909 2.89e-101 372 100 201
"7759" "EHV09179.1" "CP011496.1" 100 201 201 0 0 1 201 49892 50092 2.89e-101 372 100 201
"7760" "EHV09179.1" "CP011493.1" 100 201 201 0 0 1 201 15511 15311 2.89e-101 372 100 201
"7761" "EHV09179.1" "CP010882.1" 100 201 201 0 0 1 201 8143 8343 2.89e-101 372 100 201
"7762" "EHV09179.1" "CP010305.1" 100 201 201 0 0 1 201 12801 13001 2.89e-101 372 100 201
"7763" "EHV09179.1" "CP010241.1" 100 201 201 0 0 1 201 1656 1456 2.89e-101 372 100 201
"7764" "EHV09179.1" "CP010123.1" 100 201 201 0 0 1 201 88367 88167 2.89e-101 372 100 201
"7765" "EHV09179.1" "CP010120.1" 100 201 201 0 0 1 201 60718 60918 2.89e-101 372 100 201
"7766" "EHV09179.1" "CP009860.1" 100 201 201 0 0 1 201 8283 8083 2.89e-101 372 100 201
"7767" "EHV09179.1" "CP009233.1" 100 201 201 0 0 1 201 152702 152902 2.89e-101 372 100 201
"7768" "EHV09179.1" "CP008958.1" 100 201 201 0 0 1 201 51909 52109 2.89e-101 372 100 201
"7769" "EHV09179.1" "CP008806.1" 100 201 201 0 0 1 201 12801 13001 2.89e-101 372 100 201
"7770" "EHV09179.1" "CP008715.1" 100 201 201 0 0 1 201 14399 14199 2.89e-101 372 100 201
"7771" "EHV09179.1" "CP006789.1" 100 201 201 0 0 1 201 4770 4970 2.89e-101 372 100 201
"7772" "EHV09179.1" "CP001926.1" 100 201 201 0 0 1 201 28700 28900 2.89e-101 372 100 201
"7773" "EHV09179.1" "CP001369.1" 100 201 201 0 0 1 201 28883 29083 2.89e-101 372 100 201
"7774" "EHV09179.1" "CP001163.1" 100 201 201 0 0 1 201 12801 13001 2.89e-101 372 100 201
"7775" "EHV09179.1" "CM007618.1" 100 201 201 0 0 1 201 51830 52030 2.89e-101 372 100 201
"7776" "EHV09179.1" "CM004293.1" 100 201 201 0 0 1 201 55591 55391 2.89e-101 372 100 201
"7777" "EHV09179.1" "AY333434.1" 100 201 201 0 0 1 201 51349 51549 2.89e-101 372 100 201
"7778" "EHV09179.1" "AVCD01000003.1" 100 201 201 0 0 1 201 44550 44350 2.89e-101 372 100 201
"7779" "EHV09179.1" "AP001918.1" 100 201 201 0 0 1 201 46358 46558 2.89e-101 372 100 201
"7780" "EHV09179.1" "AM886293.1" 100 201 201 0 0 1 201 426 626 2.89e-101 372 100 201
"7781" "EHV09179.1" "AJ851089.1" 100 201 201 0 0 1 201 425 625 2.89e-101 372 100 201
"7782" "EHV09179.1" "AF401292.1" 100 201 201 0 0 1 201 65798 65998 2.89e-101 372 100 201
"7783" "EHV09179.1" "AF074613.1" 100 201 201 0 0 1 201 51910 52110 2.89e-101 372 100 201
"7784" "EHV09179.1" "ABKY02000010.1" 100 201 201 0 0 1 201 12837 12637 2.89e-101 372 100 201
"7785" "EHV09179.1" "ABHM02000004.1" 100 201 201 0 0 1 201 33211 33011 2.89e-101 372 100 201
"7786" "EHV09179.1" "ABHL02000008.1" 100 201 201 0 0 1 201 90823 91023 2.89e-101 372 100 201
"7787" "EHV09179.1" "ABHK02000007.1" 100 201 201 0 0 1 201 54198 54398 2.89e-101 372 100 201
"7788" "EHV09179.1" "AB261016.2" 100 201 201 0 0 1 201 426 626 2.89e-101 372 100 201
"7789" "EHV09179.1" "AB011549.2" 100 201 201 0 0 1 201 28700 28900 2.89e-101 372 100 201
"7790" "EHV09179.1" "LC056203.1" 99.502 201 201 1 0 1 201 1869 1669 3.74e-100 368 100 201
"7791" "EHV09179.1" "NZ_CP016035.1" 99.502 201 201 1 0 1 201 62256 62056 1.35e-99 366 100 201
"7792" "EHV09179.1" "NC_012944.1" 99.502 201 201 1 0 1 201 30664 30864 1.35e-99 366 100 201
"7793" "EHV09179.1" "LC056447.1" 99.502 201 201 1 0 1 201 21908 22108 1.35e-99 366 100 201
"7794" "EHV09179.1" "LC056417.1" 99.502 201 201 1 0 1 201 28994 28794 1.35e-99 366 100 201
"7795" "EHV09179.1" "CP016035.1" 99.502 201 201 1 0 1 201 62256 62056 1.35e-99 366 100 201
"7796" "EHV09179.1" "CP001162.1" 99.502 201 201 1 0 1 201 30664 30864 1.35e-99 366 100 201
"7797" "EHV09179.1" "JX516791.1" 99.015 201 203 0 1 1 201 6186 6388 1.74e-98 363 100 201
"7798" "EHV09179.1" "AY818379.1" 98.522 201 203 1 1 1 201 1468 1670 8.1e-97 357 100 201
"7799" "EHV09179.1" "AY818372.1" 98.522 201 203 1 1 1 201 3088 3290 8.1e-97 357 100 201
"7800" "EHV09179.1" "AY818370.1" 98.522 201 203 1 1 1 201 2377 2579 8.1e-97 357 100 201
"7801" "EHV09179.1" "NZ_CP015160.1" 98.507 201 201 3 0 1 201 207598 207398 2.91e-96 355 100 201
"7802" "EHV09179.1" "NZ_CP015131.1" 98.507 201 201 3 0 1 201 49447 49247 2.91e-96 355 100 201
"7803" "EHV09179.1" "NZ_CP014668.1" 98.507 201 201 3 0 1 201 37536 37736 2.91e-96 355 100 201
"7804" "EHV09179.1" "NZ_CP014523.1" 98.507 201 201 3 0 1 201 65030 64830 2.91e-96 355 100 201
"7805" "EHV09179.1" "NZ_CP014496.1" 98.507 201 201 3 0 1 201 96538 96338 2.91e-96 355 100 201
"7806" "EHV09179.1" "NZ_CP014493.1" 98.507 201 201 3 0 1 201 65178 64978 2.91e-96 355 100 201
"7807" "EHV09179.1" "NZ_CP012634.1" 98.507 201 201 3 0 1 201 95681 95481 2.91e-96 355 100 201
"7808" "EHV09179.1" "NZ_CP010243.1" 98.507 201 201 3 0 1 201 87380 87580 2.91e-96 355 100 201
"7809" "EHV09179.1" "NZ_CP007150.1" 98.507 201 201 3 0 1 201 50588 50788 2.91e-96 355 100 201
"7810" "EHV09179.1" "NZ_ALIN02000269.1" 98.507 201 201 3 0 1 201 5672 5872 2.91e-96 355 100 201
"7811" "EHV09179.1" "NC_019000.1" 98.507 201 201 3 0 1 201 68474 68274 2.91e-96 355 100 201
"7812" "EHV09179.1" "NC_017647.1" 98.507 201 201 3 0 1 201 43709 43909 2.91e-96 355 100 201
